provider,WARNING_UPGRADE_TO_V6,terms,base,date,time_last_updated,rates.USD,rates.AED,rates.AFN,rates.ALL,rates.AMD,rates.ANG,rates.AOA,rates.ARS,rates.AUD,rates.AWG,rates.AZN,rates.BAM,rates.BBD,rates.BDT,rates.BGN,rates.BHD,rates.BIF,rates.BMD,rates.BND,rates.BOB,rates.BRL,rates.BSD,rates.BTN,rates.BWP,rates.BYN,rates.BZD,rates.CAD,rates.CDF,rates.CHF,rates.CLF,rates.CLP,rates.CNH,rates.CNY,rates.COP,rates.CRC,rates.CUP,rates.CVE,rates.CZK,rates.DJF,rates.DKK,rates.DOP,rates.DZD,rates.EGP,rates.ERN,rates.ETB,rates.EUR,rates.FJD,rates.FKP,rates.FOK,rates.GBP,rates.GEL,rates.GGP,rates.GHS,rates.GIP,rates.GMD,rates.GNF,rates.GTQ,rates.GYD,rates.HKD,rates.HNL,rates.HRK,rates.HTG,rates.HUF,rates.IDR,rates.ILS,rates.IMP,rates.INR,rates.IQD,rates.IRR,rates.ISK,rates.JEP,rates.JMD,rates.JOD,rates.JPY,rates.KES,rates.KGS,rates.KHR,rates.KID,rates.KMF,rates.KRW,rates.KWD,rates.KYD,rates.KZT,rates.LAK,rates.LBP,rates.LKR,rates.LRD,rates.LSL,rates.LYD,rates.MAD,rates.MDL,rates.MGA,rates.MKD,rates.MMK,rates.MNT,rates.MOP,rates.MRU,rates.MUR,rates.MVR,rates.MWK,rates.MXN,rates.MYR,rates.MZN,rates.NAD,rates.NGN,rates.NIO,rates.NOK,rates.NPR,rates.NZD,rates.OMR,rates.PAB,rates.PEN,rates.PGK,rates.PHP,rates.PKR,rates.PLN,rates.PYG,rates.QAR,rates.RON,rates.RSD,rates.RUB,rates.RWF,rates.SAR,rates.SBD,rates.SCR,rates.SDG,rates.SEK,rates.SGD,rates.SHP,rates.SLE,rates.SLL,rates.SOS,rates.SRD,rates.SSP,rates.STN,rates.SYP,rates.SZL,rates.THB,rates.TJS,rates.TMT,rates.TND,rates.TOP,rates.TRY,rates.TTD,rates.TVD,rates.TWD,rates.TZS,rates.UAH,rates.UGX,rates.UYU,rates.UZS,rates.VES,rates.VND,rates.VUV,rates.WST,rates.XAF,rates.XCD,rates.XCG,rates.XDR,rates.XOF,rates.XPF,rates.YER,rates.ZAR,rates.ZMW,rates.ZWG,rates.ZWL
https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,USD,2026-01-11,1768089601,1,3.67,66.08,82.69,381.35,1.79,919.43,1452.25,1.5,1.79,1.7,1.68,2,122.19,1.66,0.376,2968.09,1,1.29,6.93,5.38,1,90.16,13.78,2.95,2,1.39,2245.57,0.801,0.0227,896.93,6.98,7,3732.96,497.18,24,94.73,20.87,177.72,6.41,63.47,129.94,47.28,15,154.11,0.859,2.28,0.745,6.41,0.745,2.7,0.745,10.73,0.745,73.87,8747.56,7.67,209.15,7.79,26.37,6.47,130.97,331.13,16817.18,3.16,0.745,90.18,1310.63,42085.03,126.57,0.745,158.13,0.709,157.74,128.97,87.39,4018.7,1.5,422.66,1457.38,0.307,0.833,510.51,21687.24,89500,309.63,179.14,16.5,5.42,9.23,16.86,4597.65,52.82,2103.03,3559.19,8.03,39.97,46.59,15.44,1744.79,17.99,4.07,63.59,16.5,1423.06,36.8,10.1,144.25,1.74,0.384,1,3.36,4.26,59.27,282.01,3.62,6712.36,3.64,4.37,100.6,79.34,1459.44,3.75,8.02,14.28,509.07,9.22,1.29,0.745,23.84,23836.61,570.19,38.18,4687.8,21.05,113.97,16.5,31.43,9.23,3.5,2.89,2.39,43.12,6.77,1.5,31.63,2456.72,43.06,3572.55,38.96,12124.34,330.38,26184.69,120.28,2.74,563.54,2.7,1.79,0.731,563.54,102.52,238.41,16.5,19.71,25.72,25.72
